name	RS	TAX	
Leuconostoc phage Ln-7	NC_054988	1897736	
Leuconostoc phage Ln-9	NC_027358	1536605	
Leuconostoc phage 1-A4	NC_027987	745088	
Streptococcus phage phiARI0923	NC_030946	1701842	
Streptococcus phage SpSL1	NC_027396	1566990	
Streptococcus phage phiARI0131-2	NC_031941	1701814	
Streptococcus phage PH10	NC_012756	644007	
Mycobacterium phage Aggie	NC_054450	2301547	
Mycobacterium phage Andies	NC_054452	2047834	
Mycobacterium phage Charlie	NC_023729	1056830	
Mycobacterium phage Fulbright	NC_054453	2588511	
Mycobacterium phage Jamie19	NC_054456	2743929	
Mycobacterium phage Kevin1	NC_054451	2530132	
Mycobacterium phage Philonius	NC_054449	2047843	
Mycobacterium phage Carcharodon	NC_028779	1555233	
Mycobacterium phage Pipsqueaks	NC_042055	1821540	
Mycobacterium phage Raymond7	NC_054448	2743931	
Mycobacterium phage Rebel	NC_054454	2743932	
Mycobacterium phage Tapioca	NC_054455	2301545	
Mycobacterium phage Xeno	NC_031243	1821538	
Mycobacterium phage Butters	NC_021061	1296646	
Mycobacterium phage MichelleMyBell	NC_023572	1445726	
Mycobacterium phage Panchino	NC_031281	1821537	
Mycobacterium phage Phrann	NC_031266	1821541	
Mycobacterium phage Redi	NC_023730	1079894	
Mycobacterium phage SkinnyPete	NC_041882	1821539	
Gordonia phage BaxterFox	NC_031226	1821549	
Gordonia phage Ohgeesy	NC_070796	2762412	
Gordonia phage Yeezy	NC_031269	1821565	
Gordonia phage Agueybana	NC_070792	2859634	
Gordonia phage Bosnia	NC_070790	2776839	
Gordonia phage BoyNamedSue	NC_070795	2836009	
Gordonia phage Bunnybear	NC_070787	2762398	
Gordonia phage Herod	NC_070791	2776861	
Gordonia phage Kita	NC_031233	1821556	
Gordonia phage Madeline	NC_070788	2591189	
Gordonia phage Maridalia	NC_070794	2488957	
Gordonia phage Nymphadora	NC_031061	1821558	
Gordonia phage Polly	NC_070793	2575355	
Gordonia phage ThankyouJordi	NC_070789	2571252	
Gordonia phage Zirinka	NC_031097	1887656	
Mycobacterium phage BigNuz	NC_023692	1074309	
Mycobacterium phage Arib1	NC_051736	2041518	
Mycobacterium phage Atcoo	NC_051729	2656556	
Mycobacterium phage Bartholomew	NC_051734	2015875	
Mycobacterium phage Brusacoram	NC_028747	1698358	
Mycobacterium phage Donovan	NC_023552	1429793	
Mycobacterium phage FirstPlacePfu	NC_051735	2572533	
Mycobacterium phage Fishburne	NC_021302	1327765	
Mycobacterium phage GreaseLightnin	NC_051731	2517951	
Mycobacterium phage Jebeks	NC_041969	1076631	
Mycobacterium phage Jung	NC_051730	2742107	
Mycobacterium phage KilKor	NC_053209	2696373	
Mycobacterium phage Ksquared	NC_051732	2015833	
Mycobacterium phage Majeke	NC_051737	2024296	
Mycobacterium phage Malithi	NC_026605	1567472	
Mycobacterium phage Shipwreck	NC_031261	1821727	
Mycobacterium phage Willsammy	NC_051727	2713268	
Mycobacterium phage Phayonce	NC_028796	1647302	
Mycobacterium phage ThulaThula	NC_051738	2599880	
Mycobacterium phage Purky	NC_051739	2593351	
Mycobacterium phage Tortellini	NC_041888	1897497	
Mycobacterium phage Xavia	NC_051740	2178923	
Alteromonas phage vB_AcoS-R7M	NC_048878	2729541	
Pseudomonas virus PBPA162	NC_070971	2588096	
Pseudomonas phage Iggy	NC_070970	2592193	
Pseudomonas phage MiCath	NC_072502	3003729	
Xanthomonas phage vB_Xar_IVIA-DoCa3	NC_072499	2968248	
Pseudomonas phage JG054	NC_072498	1970800	
Pseudomonas phage vB_PaeS_PAJD-1	NC_072500	2822848	
Pseudomonas phage PaMx25	NC_041953	1175654	
Pseudomonas phage NP1	NC_031058	1844477	
Pseudomonas phage Quinobequin-P09	NC_072501	2660687	
Enterobacteria phage JenK1	NC_029021	1610836	
Enterobacteria phage JenP1	NC_029028	1610837	
Enterobacteria phage JenP2	NC_028997	1610838	
Salmonella phage SE1 (in:Nonagvirus)	NC_042025	2115848	
Enterobacteria phage 9g	NC_024146	1468411	
Escherichia phage CAjan	NC_028776	1610828	
Escherichia phage Seurat	NC_027378	1540098	
Stenotrophomonas phage vB_SM_ytsc_ply2008005c	NC_072504	2894587	
Sphingomonas phage vB_StuS_MMDA13	NC_072503	2686378	
Gordonia phage Catfish	NC_054434	2301538	
Gordonia phage Dardanus	NC_054435	2588489	
Gordonia phage Gsput1	NC_030932	1622193	
Gordonia phage Schmidt	NC_054436	2301697	
Gordonia phage TinaLin	NC_054437	2797324	
Gordonia phage TZGordon	NC_054438	2744004	
Gordonia phage Splinter	NC_030927	1838080	
Gordonia phage Vendetta	NC_030911	1838082	
Bacillus phage v_B-Bak10	NC_070842	2094736	
Bacillus phage Basilisk	NC_070841	1296654	
Bacillus phage BCPST	NC_070845	2801506	
Bacillus phage PBC4	NC_070843	1675028	
Bacillus phage pW4	NC_070844	2500560	
Shigella phage POCJ13	NC_025434	1498227	
Shigella phage 75/02 Stx	NC_029120	1416032	
Escherichia phage ArgO145	NC_049918	1983463	
Escherichia phage Lyz12581Vzw	NC_049917	2590400	
Enterobacteria phage VT2phi_272	NC_028656	936054	
Escherichia phage PA2	NC_028449	1660365	
Escherichia phage TL-2011c	NC_019442	1124655	
Shigella phage Ss-VASD	NC_028685	1675531	
Escherichia phage P13374	NC_018846	1150869	
Escherichia phage phi191	NC_028660	1458706	
Stx1 converting phage AU5Stx1	NC_049920	1855815	
Stx1 converting phage AU6Stx1	NC_049921	1855816	
Stx2-converting phage Stx2a_F451	NC_049924	1226255	
Enterobacteria phage VT2-Sakai	NC_000902	97081	
Escherichia phage Stx2 II	NC_004914	194949	
Stx converting phage vB_EcoS_P27	NC_049925	1792287	
Escherichia phage PA28	NC_041935	1660368	
Escherichia phage SH2026Stx1	NC_049919	2108115	
Stx converting phage vB_EcoS_ST2-8624	NC_049922	1792289	
Stx2-converting phage Stx2a_WGPS9	NC_049923	1226258	
Escherichia phage Min27	NC_010237	489779	
Stx2-converting phage 86	NC_008464	379329	
Escherichia phage 933W	NC_000924	10730	
Bacillus phage vB_BtS_BMBtp14	NC_048640	1868826	
Bacillus phage vB_BtS_B83	NC_048762	2565501	
Xanthomonas phage Langgrundblatt1	NC_073093	2939128	
Xanthomonas phage Langgrundblatt2	NC_073094	2939129	
Xanthomonas phage Pfeifenkraut	NC_073095	2939132	
Xanthomonas phage Suba	NC_073092	2674975	
Escherichia phage vB_vPM_PD06	NC_052653	2315527	
Escherichia phage vB_EcoM_PHB05	NC_052652	2041347	
Escherichia phage VEcB	NC_052663	2776821	
Escherichia phage alia	NC_052655	2696379	
Escherichia phage muut	NC_052657	2696426	
Escherichia phage phi92	NC_023693	948870	
Escherichia phage ESCO13	NC_047770	1881104	
Escherichia phage ESCO5	NC_047776	1897495	
Escherichia phage Mt1B1_P17	NC_052662	2743961	
Escherichia phage vB_EcoM-Ro121c4YLVW	NC_052654	2144176	
Dompiswa phage TSP7_1	NC_062742	2793345	
Klebsiella phage ZCKP1	NC_047994	2201417	
Escherichia phage anhysbys	NC_052656	2696383	
Escherichia phage nepoznato	NC_052658	2696431	
Escherichia phage nieznany	NC_052659	2696432	
Escherichia phage phAPEC8	NC_020079	1229753	
Escherichia phage vB_EcoM_Schickermooser	NC_048196	2508195	
Escherichia phage tuntematon	NC_052660	2696455	
Escherichia phage ukendt	NC_052661	2696458	
Listeria phage B025	NC_009812	330396	
Listeria phage LP-101	NC_024387	1458856	
Listeria phage LP-HM00113468	NC_049900	2744802	
Lactobacillus phage ATCC 8014-B2	NC_047739	1225795	
Lactobacillus phage SA-C12	NC_047760	1755697	
Lactobacillus phage Lenus	NC_047897	2053682	
Lactobacillus phage Nyseid	NC_047925	2079432	
Lactobacillus phage Ldl1	NC_026609	1552735	
Lactobacillus phage ViSo-2018a	NC_048104	2267607	
Lactobacillus phage P1	NC_047764	1846168	
Lactobacillus phage Maenad	NC_047931	2079431	
Lactobacillus phage Satyr	NC_047918	2070201	
Escherichia phage Av-05	NC_025830	1527519	
Cronobacter phage CR3	NC_017974	1162295	
Cronobacter phage CR8	NC_024354	1327934	
Cronobacter phage CR9	NC_023717	1162290	
Cronobacter phage PBES 02	NC_028672	1684115	
Pectobacterium phage phiTE	NC_020201	1116482	
Erwinia phage pEp_SNUABM_01	NC_048807	2601643	
Erwinia phage Hena1	NC_048828	2678601	
Klebsiella phage vB_KpnM_BIS47	NC_048656	1907784	
Klebsiella phage vB_KpnM_KB57	NC_028659	1719140	
Klebsiella phage KNP2	NC_048647	1871716	
Klebsiella phage KpS8	NC_048873	2847815	
Raoultella phage Ro1	NC_048682	2053702	
Proteus phage Mydo	NC_048741	2483610	
Escherichia phage 4MG	NC_022968	1391428	
Cronobacter phage vB_CsaM_GAP31	NC_019400	1141135	
Salmonella phage PVPSE1	NC_016071	889338	
Salmonella phage SSE121	NC_027351	1204529	
Escherichia phage JES2013	NC_022323	1327956	
Escherichia phage FFH2	NC_024134	1446490	
Escherichia phage FV3	NC_019517	1131317	
Escherichia phage V18	NC_041937	1981500	
Escherichia phage V5	NC_011041	399183	
Escherichia phage Murica	NC_041871	1675606	
Escherichia phage APECc02	NC_041869	1655314	
Escherichia phage slur16	NC_028248	1720495	
Mycobacterium phage Amgine	NC_051605	2015817	
Mycobacterium phage Amohnition	NC_051606	2015874	
Mycobacterium phage DarthP	NC_051607	2015879	
Mycobacterium phage Ekdilam	NC_051608	2599862	
Mycobacterium phage Ellie	NC_051609	2762405	
Mycobacterium phage Aminay	NC_051588	2250291	
Mycobacterium phage BarrelRoll	NC_023747	1084722	
Mycobacterium phage JAWS	NC_042332	2922987	
Mycobacterium phage Adephagia	NC_051610	1034127	
Mycobacterium phage Adonis	NC_051611	2108121	
Mycobacterium phage AlishaPH	NC_051612	2163590	
Mycobacterium phage Amelie	NC_051613	1913035	
Mycobacterium phage Anaya	NC_042031	2902832	
Mycobacterium phage Angelica	NC_014458	2902837	
Mycobacterium phage Apocalypse	NC_051614	2027890	
Mycobacterium phage Beezoo	NC_051615	2250355	
Mycobacterium phage Bella96	NC_051616	2024005	
Mycobacterium phage Chris	NC_051617	2725626	
Mycobacterium phage CrimD	NC_014459	2919554	
Mycobacterium phage Curiosium	NC_051618	2599859	
Mycobacterium phage KiSi	NC_051619	2507856	
Mycobacterium phage LastHope	NC_051620	2015886	
Mycobacterium phage LaterM	NC_051621	2094136	
Mycobacterium phage MarkPhew	NC_051622	2725625	
Mycobacterium phage Marshawn	NC_051623	2652423	
Mycobacterium phage Murucutumbu	NC_028978	1560286	
Mycobacterium phage Nibb	NC_051624	2510585	
Mycobacterium Phage Niklas	NC_051625	2517936	
Mycobacterium phage Prithvi	NC_051626	2484215	
Mycobacterium phage SirPhilip	NC_051627	2015824	
Mycobacterium phage Urkel	NC_051628	1912978	
Mycobacterium phage Validus	NC_023498	1414747	
Mycobacterium phage Yuna	NC_051629	2599885	
Mycobacterium phage Yunkel11	NC_051630	2599886	
Mycobacterium phage Zavala	NC_051631	2599887	
Mycobacterium phage Eponine	NC_051590	2708631	
Mycobacterium phage Fionnbharth	NC_027365	2923006	
Mycobacterium phage Henu3	NC_051589	2492961	
Mycobacterium phage Patt	NC_051592	2530139	
Mycobacterium phage Taquito	NC_051591	1897500	
Mycobacterium phage Hurricane	NC_051604	2015810	
Mycobacterium phage Keshu	NC_026603	1567471	
Mycobacterium phage MacnCheese	NC_042338	2927982	
Mycobacterium phage Pixie	NC_042325	2922215	
Mycobacterium phage ShedlockHolmes	NC_028846	1647313	
Mycobacterium phage Collard	NC_051593	2301704	
Mycobacterium phage Gengar	NC_031035	1891963	
Mycobacterium phage Kratio	NC_028947	1606763	
Mycobacterium phage Larva	NC_023724	2922990	
Mycobacterium phage Leston	NC_051594	2126952	
Mycobacterium phage Omnicron	NC_028832	1541819	
Mycobacterium phage Paola	NC_051595	2094139	
Mycobacterium phage Rando14	NC_051596	2301556	
Mycobacterium phage Thyatira	NC_051597	2283261	
Mycobacterium phage TM4	NC_003387	88870	
Mycobacterium phage Findley	NC_051598	2015882	
Mycobacterium phage Mufasa	NC_028759	1718600	
Mycobacterium phage ZoeJ	NC_024147	1486427	
Mycobacterium phage Bryler	NC_051600	2653755	
Mycobacterium phage Krueger	NC_051601	2015820	
Mycobacterium phage Shandong1	NC_051602	1983447	
Mycobacterium phage Unicorn	NC_051599	2015825	
Mycobacterium phage Ximenita	NC_051603	2708633	
Ochrobactrum phage POA1180	NC_070931	1897640	
Streptomyces phage AbbeyMikolon	NC_047904	2059880	
Brevibacillus phage Abouo	NC_029029	1296661	
Brevibacillus phage Davies	NC_022980	1296662	
Arthrobacter phage Adaia	NC_070766	2419945	
Brevibacterium phage AGM1	NC_054989	2591411	
Enterobacteria phage mEp043 c-1	NC_019706	1147149	
Enterobacteria phage mEp213	NC_019720	1147156	
Salmonella phage Akira	NC_054647	2562461	
Xanthomonas phage Xp15	NC_007024	322855	
Klebsiella phage K64-1	NC_027399	1439894	
Klebsiella phage vB_KleM_RaK2	NC_019526	1147094	
Escherichia phage 2B8	NC_049952	2847056	
Dickeya phage vB_DsoM_AD1	NC_048054	2283029	
Erwinia phage pEa_SNUABM_16	NC_061441	2869544	
Erwinia phage pEa_SNUABM_17	NC_061449	2869545	
Erwinia phage pEa_SNUABM_1	NC_061448	2869543	
Erwinia phage pEa_SNUABM_22	NC_061440	2869549	
Erwinia phage pEa_SNUABM_2	NC_061443	2869547	
Erwinia phage pEa_SNUABM_30	NC_061446	2869553	
Erwinia phage pEa_SNUABM_32	NC_061444	2869555	
Erwinia phage pEa_SNUABM_33	NC_061447	2869556	
Erwinia phage pEa_SNUABM_35	NC_061442	2869557	
Erwinia phage pEa_SNUABM_3	NC_061445	2869552	
Erwinia phage vB_EamM_Alexandra	NC_047995	2201424	
Microbacterium phage PineapplePizza	NC_073467	2927268	
Arthrobacter phage Amigo	NC_041949	1772291	
Arthrobacter phage Molivia	NC_042001	2015839	
Lactobacillus phage LBR48	NC_027990	755164	
Propionibacterium phage B3	NC_041892	1897533	
Propionibacterium phage Anatole	NC_041890	1897531	
Arthrobacter phage Andrew	NC_048098	2419946	
Arthrobacter phage Anjali	NC_048739	2484217	
Arthrobacter phage Mendel	NC_048740	2484218	
Mycobacterium phage Anthony	NC_054790	2599857	
Synechococcus phage S-CBWM1	NC_048106	2053653	
Microbacterium phage Appa	NC_047972	2182350	
Gordonia phage Apricot	NC_048018	2250319	
Listeria phage A500	NC_009810	40522	
Listeria phage LP-030-3	NC_024384	1458852	
Listeria phage vB_LmoS_293	NC_028929	1591073	
Butyrivibrio phage Arawn	NC_048848	2724180	
Gordonia phage Archimedes	NC_054392	2759389	
Microbacterium phage Armstrong	NC_048090	2419971	
Arthrobacter phage vB_ArS-ArV2	NC_022972	1414742	
Lactobacillus phage A2	NC_004112	51369	
Actinoplanes phage phiAsp2	NC_005885	279303	
Escherichia phage PBECO4	NC_027364	1273738	
Escherichia phage 121Q	NC_025447	1555202	
Salmonella phage astrithr	NC_048862	2713276	
Bacillus phage vB_BanS_Athena	NC_073090	2894785	
Arthrobacter phage Atraxa	NC_070767	2419947	
Gordonia phage Attis	NC_041883	1821548	
Gordonia phage SoilAssassin	NC_031251	1821562	
Gordonia phage Bjanes7	NC_070803	2047832	
Gordonia phage Ebert	NC_070804	2201426	
Gordonia phage Lamberg	NC_070801	2790987	
Gordonia phage Matteo	NC_070798	2759392	
Gordonia phage Pickett	NC_070799	2910954	
Gordonia phage Sahara	NC_070802	2859488	
Gordonia phage Vasanti	NC_070797	2502431	
Gordonia phage Yeet412	NC_070800	2836044	
Streptomyces phage Attoomi	NC_047905	2059881	
Lactococcus phage AM1	NC_049854	1965467	
Lactococcus phage AM4	NC_049856	1965472	
Lactococcus phage phiL47	NC_023574	1412875	
Lactococcus phage LW81	NC_049855	1965482	
Lactococcus phage P1048	NC_049857	2662295	
Lactococcus phage WRP3	NC_027341	1560313	
Lactococcus phage 949	NC_015263	881953	
Cyanophage S-TIM5	NC_019516	1137745	
Streptomyces phage Austintatious	NC_048153	2500795	
Streptomyces phage Ididsumtinwong	NC_047792	1920308	
Streptomyces phage PapayaSalad	NC_047793	1920310	
Stenotrophomonas phage vB_SmaS-AXL_3	NC_071036	2740427	
Gordonia phage Azira	NC_079140	3035369	
Gordonia phage Gibbous	NC_079141	2652405	
Mycobacterium phage LHTSCC	NC_023745	2923002	
Mycobacterium phage Obama12	NC_023577	1445715	
Mycobacterium phage Arturo	NC_042339	2902839	
Mycobacterium phage Backyardigan	NC_042308	2902881	
Mycobacterium phage BellusTerra	NC_023562	1429791	
Mycobacterium phage Camperdownii	NC_054799	1927024	
Mycobacterium phage Cerulean	NC_054795	2041522	
Mycobacterium phage Cindaradix	NC_054804	2041524	
Mycobacterium phage Cintron	NC_054797	2686232	
Mycobacterium phage ICleared	NC_054800	1176425	
Mycobacterium phage LeoAvram	NC_054796	1916120	
Mycobacterium phage Miramae	NC_054802	2517961	
Mycobacterium phage Mundrea	NC_054803	1897540	
Mycobacterium phage Noelle	NC_054801	2572317	
Mycobacterium phage Nyxis	NC_023565	1445714	
Mycobacterium phage Peaches	NC_013694	2919546	
Mycobacterium phage Stasia	NC_054794	1897548	
Mycobacterium phage Wizard007	NC_054798	2301608	
Bifidobacterium phage BadAargau2	NC_048859	2713242	
Bifidobacterium phage BadAztec1	NC_048858	2713243	
Pseudomonas phage PaBG	NC_022096	1335230	
Ralstonia phage Bakoly	NC_054463	2759709	
Ralstonia phage Adzire	NC_054462	2759711	
Ralstonia phage Simangalove	NC_054946	2759710	
Gordonia phage Bantam	NC_031074	1887641	
Rheinheimera phage vB_RspM_Barba18A	NC_048189	2565657	
Rheinheimera phage vB_RspM_Barba19A	NC_048190	2565658	
Rheinheimera phage Barba21A	NC_048191	2849598	
Rheinheimera phage Barba5S	NC_048187	2849599	
Rheinheimera phage Barba8S	NC_048188	2849600	
Mycobacterium phage Barnyard	NC_004689	205880	
Mycobacterium phage DrLupo	NC_048743	2499037	
Arthrobacter phage Bauer	NC_073594	2985648	
Burkholderia phage phiE255	NC_009237	2883942	
Burkholderia phage BcepMu	NC_005882	2881392	
Bacillus phage BceA1	NC_048628	1118064	
Staphylococcus phage SpaA1	NC_018277	1118063	
Bacillus phage BCD7	NC_019515	1136534	
Gordonia phage Beenie	NC_070806	2079397	
Gordonia phage Clark	NC_070811	2588133	
Gordonia phage DobbysSock	NC_070810	2652880	
Gordonia phage Dolores	NC_070808	2873534	
Gordonia phage Dorito	NC_070809	2499023	
Gordonia phage Easley	NC_070814	2182395	
Gordonia phage MichaelScott	NC_070813	2759395	
Gordonia phage Samman98	NC_070812	2862998	
Gordonia phage Sekhmet	NC_070807	2591209	
Gordonia phage Suerte	NC_070815	2652883	
Lactobacillus phage BH1	NC_048737	1932007	
Gordonia phage GMA6	NC_030906	1647285	
Mycobacterium phage Archetta	NC_054778	2047836	
Mycobacterium phage Benedict	NC_042331	2902890	
Mycobacterium phage Bluefalcon	NC_054777	2664224	
Mycobacterium phage Chadwick	NC_028897	1698366	
Mycobacterium phage Cuco	NC_042333	2922992	
Mycobacterium phage Jovo	NC_022984	1429912	
Mycobacterium phage LittleCherry	NC_022086	1340818	
Mycobacterium phage Naca	NC_054774	2126816	
Mycobacterium phage Scorpia	NC_054775	2517968	
Mycobacterium phage Swirley	NC_028912	1527534	
Mycobacterium phage Theia	NC_028960	1718172	
Mycobacterium phage Tiger	NC_041984	1161934	
Mycobacterium phage UnionJack	NC_028802	1673876	
Mycobacterium phage Zolita	NC_054776	2593355	
Mycobacterium phage Bernal13	NC_024135	1486424	
Mycobacterium phage Mendokysei	NC_051726	2099637	
Gordonia phage BetterKatz	NC_031247	1821551	
Escherichia phage 4A7	NC_049946	2847059	
Burkholderia phage BgManors32	NC_070955	2894335	
Streptomyces phage Bing	NC_042106	2079427	
Mycobacterium phage Bipper	NC_031253	1805457	
Arthrobacter phage Shambre1	NC_073469	2927284	
Pseudomonas phage Bjorn	NC_042103	2079288	
Arthrobacter phage BlueFeather	NC_073598	2713258	
Shewanella phage X14	NC_071016	2576871	
Serratia phage vB_SmaS_Bigdog	NC_074755	2777364	
Serratia phage vB_SmaS_Bonzee	NC_074752	2914027	
Serratia phage vB_SmaS_Stoker	NC_074753	2902692	
Serratia phage vB_SmaS_Ulliraptor	NC_074754	2902694	
Streptomyces phage BRock	NC_048650	1913591	
Gordonia phage Bowser	NC_030930	1838063	
Arthrobacter phage Bridgette	NC_048091	2419949	
Arthrobacter phage Constance	NC_048092	2419950	
Arthrobacter phage Eileen	NC_048094	2419956	
Arthrobacter phage Judy	NC_048095	2419958	
Arthrobacter phage Peas	NC_048096	2419965	
Faecalibacterium phage FP_Brigit	NC_047909	2070181	
Gordonia phage BritBrat	NC_030942	1838064	
Salmonella phage SEN34	NC_028699	1647463	
